"Cod judet","Denumire judet","Tipul UAT
11 = CJ = Consiliu judetean
12 = M = Municipiu
13 = O  =  Oras
14 = C  = Comuna
15 = B  =  Primaria M. Buc.
16 = S  =  Primaria de sector al M. Buc.",,"Codul SIRUTA al UNITATILOR ADMINISTRATIV-TERITORIALE","DENUMIREA UNITĂŢILOR
ADMINISTRATIV-TERITORIALE",
,,,,,,
,,,,,,
,,"Cod","Nume",,,
"a","b","c","d","e","f","g"
39,"VASLUI",11,"CJ",378,"CONSILIUL JUDETEAN",
39,"VASLUI",12,"M",161794,"Barlad",
39,"VASLUI",12,"M",161829,"Husi",
39,"VASLUI",12,"M",161945,"Vaslui",
39,"VASLUI",13,"O",164981,"Murgeni",
39,"VASLUI",13,"O",161856,"Negresti",
39,"VASLUI",14,"C",162014,"Albesti",
39,"VASLUI",14,"C",162069,"Alexandru Vlahuta",
39,"VASLUI",14,"C",162149,"Arsura",
39,"VASLUI",14,"C",162194,"Banca",
39,"VASLUI",14,"C",162327,"Bacani",
39,"VASLUI",14,"C",162381,"Bacesti",
39,"VASLUI",14,"C",162452,"Balteni",
39,"VASLUI",14,"C",162498,"Berezeni",
39,"VASLUI",14,"C",162559,"Blagesti",
39,"VASLUI",14,"C",162595,"Bogdana",
39,"VASLUI",14,"C",162693,"Bogdanesti",
39,"VASLUI",14,"C",162791,"Bogdanita",
39,"VASLUI",14,"C",162871,"Botesti",
39,"VASLUI",14,"C",162924,"Bunesti-Aversti",
39,"VASLUI",14,"C",167268,"Ciocani",
39,"VASLUI",14,"C",163002,"Codaiesti",
39,"VASLUI",14,"C",163057,"Coroiesti",
39,"VASLUI",14,"C",163137,"Costesti",
39,"VASLUI",14,"C",167277,"Cozmesti",
39,"VASLUI",14,"C",163208,"Cretesti",
39,"VASLUI",14,"C",163253,"Danesti",
39,"VASLUI",14,"C",163324,"Deleni",
39,"VASLUI",14,"C",163379,"Delesti",
39,"VASLUI",14,"C",164277,"Dimitrie Cantemir",
39,"VASLUI",14,"C",167286,"Dodesti",
39,"VASLUI",14,"C",163486,"Dragomiresti",
39,"VASLUI",14,"C",163618,"Drinceni",
39,"VASLUI",14,"C",163681,"Duda-Epureni",
39,"VASLUI",14,"C",163734,"Dumesti",
39,"VASLUI",14,"C",163789,"Epureni",
39,"VASLUI",14,"C",163832,"Falciu",
39,"VASLUI",14,"C",167295,"Feresti",
39,"VASLUI",14,"C",167231,"Fruntiseni",
39,"VASLUI",14,"C",163903,"Gagesti",
39,"VASLUI",14,"C",163967,"Gherghesti",
39,"VASLUI",14,"C",164062,"Girceni",
39,"VASLUI",14,"C",164133,"Grivita",
39,"VASLUI",14,"C",164197,"Hoceni",
39,"VASLUI",14,"C",164339,"Iana",
39,"VASLUI",14,"C",167222,"Ibanesti",
39,"VASLUI",14,"C",164393,"Ivanesti",
39,"VASLUI",14,"C",164543,"Ivesti",
39,"VASLUI",14,"C",164598,"Laza",
39,"VASLUI",14,"C",164687,"Lipovat",
39,"VASLUI",14,"C",164749,"Lunca-Banului",
39,"VASLUI",14,"C",164829,"Malusteni",
39,"VASLUI",14,"C",164892,"Miclesti",
39,"VASLUI",14,"C",164936,"Munteni de Jos",
39,"VASLUI",14,"C",167302,"Munteni de Sus",
39,"VASLUI",14,"C",165069,"Oltenesti",
39,"VASLUI",14,"C",165130,"Osesti",
39,"VASLUI",14,"C",165185,"Padureni",
39,"VASLUI",14,"C",165274,"Perieni",
39,"VASLUI",14,"C",167311,"Pochidia",
39,"VASLUI",14,"C",165416,"Pogana",
39,"VASLUI",14,"C",167259,"Pogonesti",
39,"VASLUI",14,"C",165336,"Poienesti",
39,"VASLUI",14,"C",165470,"Puiesti",
39,"VASLUI",14,"C",165611,"Pungesti",
39,"VASLUI",14,"C",167320,"Puscasi",
39,"VASLUI",14,"C",167240,"Rafaila",
39,"VASLUI",14,"C",165719,"Rebricea",
39,"VASLUI",14,"C",165817,"Rosiesti",
39,"VASLUI",14,"C",165899,"Solesti",
39,"VASLUI",14,"C",165979,"Stanilesti",
39,"VASLUI",14,"C",166057,"Stefan cel Mare",
39,"VASLUI",14,"C",166137,"Suletea",
39,"VASLUI",14,"C",166182,"Tanacu",
39,"VASLUI",14,"C",166235,"Tacuta",
39,"VASLUI",14,"C",166315,"Tatarani",
39,"VASLUI",14,"C",166413,"Todiresti",
39,"VASLUI",14,"C",166529,"Tutova",
39,"VASLUI",14,"C",166636,"Valeni",
39,"VASLUI",14,"C",166672,"Vetrisoaia",
39,"VASLUI",14,"C",166707,"Viisoara",
39,"VASLUI",14,"C",166770,"Vinderei",
39,"VASLUI",14,"C",166869,"Voinesti",
39,"VASLUI",14,"C",166985,"Vulturesti",
39,"VASLUI",14,"C",167035,"Vutcani",
39,"VASLUI",14,"C",167071,"Zapodeni",
39,"VASLUI",14,"C",167179,"Zorleni",
40,"VALCEA",11,"CJ",387,"CONSILIUL JUDETEAN",
40,"VALCEA",12,"M",167473,"Rm. Valcea",
40,"VALCEA",12,"M",167981,"Dragasani",
40,"VALCEA",13,"O",168372,"Babeni",
40,"VALCEA",13,"O",168452,"Balcesti",
40,"VALCEA",13,"O",167641,"B. Govora",
40,"VALCEA",13,"O",167696,"B. Olanesti",
40,"VALCEA",13,"O",168602,"Berbesti",
40,"VALCEA",13,"O",167794,"Brezoi",
40,"VALCEA",13,"O",167909,"Calimanesti",
40,"VALCEA",13,"O",168041,"Horezu",
40,"VALCEA",13,"O",168130,"Ocnele Mari",
40,"VALCEA",14,"C",168229,"Alunu",
40,"VALCEA",14,"C",168309,"Amarasti",
40,"VALCEA",14,"C",168559,"Barbatesti",
40,"VALCEA",14,"C",168675,"Berislavesti",
40,"VALCEA",14,"C",168755,"Boisoara",
40,"VALCEA",14,"C",168791,"Budesti",
40,"VALCEA",14,"C",168880,"Bujoreni",
40,"VALCEA",14,"C",168960,"Bunesti",
40,"VALCEA",14,"C",169039,"Cernisoara",
40,"VALCEA",14,"C",169119,"Caineni",
40,"VALCEA",14,"C",169182,"Copaceni",
40,"VALCEA",14,"C",169253,"Costesti",
40,"VALCEA",14,"C",169306,"Creteni",
40,"VALCEA",14,"C",169351,"Daesti",
40,"VALCEA",14,"C",169404,"Danicei",
40,"VALCEA",14,"C",174502,"Diculesti",
40,"VALCEA",14,"C",169547,"Dragoesti",
40,"VALCEA",14,"C",169583,"Fauresti",
40,"VALCEA",14,"C",169681,"Fartatesti",
40,"VALCEA",14,"C",169896,"Francesti",
40,"VALCEA",14,"C",169994,"Galicea",
40,"VALCEA",14,"C",170097,"Ghioroiu",
40,"VALCEA",14,"C",170168,"Glavile",
40,"VALCEA",14,"C",170220,"Golesti",
40,"VALCEA",14,"C",170346,"Gradistea",
40,"VALCEA",14,"C",170444,"Gusoieni",
40,"VALCEA",14,"C",170514,"Ionesti",
40,"VALCEA",14,"C",170612,"Lalosu",
40,"VALCEA",14,"C",170685,"Ladesti",
40,"VALCEA",14,"C",170792,"Lapusata",
40,"VALCEA",14,"C",174511,"Lacusteni",
40,"VALCEA",14,"C",170872,"Livezi",
40,"VALCEA",14,"C",170952,"Lungesti",
40,"VALCEA",14,"C",171021,"Malaia",
40,"VALCEA",14,"C",171067,"Mateesti",
40,"VALCEA",14,"C",171101,"Maciuca",
40,"VALCEA",14,"C",171209,"Madulari",
40,"VALCEA",14,"C",171272,"Maldaresti",
40,"VALCEA",14,"C",171325,"Mihaesti",
40,"VALCEA",14,"C",171469,"Milcoiu",
40,"VALCEA",14,"C",174520,"Mitrofani",
40,"VALCEA",14,"C",171539,"Muereasca",
40,"VALCEA",14,"C",171628,"N. Balcescu",
40,"VALCEA",14,"C",171806,"Olanu",
40,"VALCEA",14,"C",171879,"Orlesti",
40,"VALCEA",14,"C",171931,"Otesani",
40,"VALCEA",14,"C",171995,"Pausesti O.",
40,"VALCEA",14,"C",172082,"P. Maglasi",
40,"VALCEA",14,"C",172153,"Perisani",
40,"VALCEA",14,"C",172279,"Pesceana",
40,"VALCEA",14,"C",172340,"Pietrari",
40,"VALCEA",14,"C",172377,"Popesti",
40,"VALCEA",14,"C",172457,"Prundeni",
40,"VALCEA",14,"C",172509,"Racovita",
40,"VALCEA",14,"C",172581,"Roesti",
40,"VALCEA",14,"C",172698,"Rosiile",
40,"VALCEA",14,"C",172812,"Runcu",
40,"VALCEA",14,"C",172894,"Salatrucel",
40,"VALCEA",14,"C",172947,"Scundu",
40,"VALCEA",14,"C",172992,"Sinesti",
40,"VALCEA",14,"C",173061,"Slatioara",
40,"VALCEA",14,"C",173132,"Stanesti",
40,"VALCEA",14,"C",173230,"Stoenesti",
40,"VALCEA",14,"C",173374,"Stoilesti",
40,"VALCEA",14,"C",173533,"Stroesti",
40,"VALCEA",14,"C",173597,"Sutesti",
40,"VALCEA",14,"C",173686,"Sirineasa",
40,"VALCEA",14,"C",173748,"Stefanesti",
40,"VALCEA",14,"C",173793,"Susani",
40,"VALCEA",14,"C",173855,"Tetoiu",
40,"VALCEA",14,"C",174496,"Titesti",
40,"VALCEA",14,"C",173935,"Tomsani",
40,"VALCEA",14,"C",174021,"Vaideeni",
40,"VALCEA",14,"C",174085,"Valea Mare",
40,"VALCEA",14,"C",174156,"Vladesti",
40,"VALCEA",14,"C",174218,"Voicesti",
40,"VALCEA",14,"C",174254,"Voineasa",
40,"VALCEA",14,"C",174290,"Zatreni",
41,"VRANCEA",11,"CJ",396,"CONSILIUL JUDETEAN",
41,"VRANCEA",12,"M",174744,"FOCSANI",
41,"VRANCEA",12,"M",174860,"ADJUD",
41,"VRANCEA",13,"O",174922,"MARASESTI",
41,"VRANCEA",13,"O",175019,"ODOBESTI",
41,"VRANCEA",13,"O",175055,"PANCIU",
41,"VRANCEA",14,"C",175126,"ANDREIASU DE JOS",
41,"VRANCEA",14,"C",175206,"BALESTI",
41,"VRANCEA",14,"C",178929,"BILIESTI",
41,"VRANCEA",14,"C",175224,"BIRSESTI",
41,"VRANCEA",14,"C",175260,"BOGHESTI",
41,"VRANCEA",14,"C",175368,"BOLOTESTI",
41,"VRANCEA",14,"C",175439,"BORDESTI",
41,"VRANCEA",14,"C",175466,"BROSTENI",
41,"VRANCEA",14,"C",175509,"CHIOJDENI",
41,"VRANCEA",14,"C",175590,"CIORASTI",
41,"VRANCEA",14,"C",174780,"CIMPINEANCA",
41,"VRANCEA",14,"C",175670,"CIMPURI",
41,"VRANCEA",14,"C",175732,"CIRLIGELE",
41,"VRANCEA",14,"C",175787,"CORBITA",
41,"VRANCEA",14,"C",175885,"COTESTI",
41,"VRANCEA",14,"C",175938,"DUMBRAVENI",
41,"VRANCEA",14,"C",175983,"DUMITRESTI",
41,"VRANCEA",14,"C",176150,"FITIONESTI",
41,"VRANCEA",14,"C",176212,"GAROAFA",
41,"VRANCEA",14,"C",174824,"GOLESTI",
41,"VRANCEA",14,"C",178938,"GOLOGANU",
41,"VRANCEA",14,"C",176301,"GUGESTI",
41,"VRANCEA",14,"C",176338,"GURA CALITEI",
41,"VRANCEA",14,"C",176445,"HOMOCEA",
41,"VRANCEA",14,"C",176506,"JARISTEA",
41,"VRANCEA",14,"C",176551,"JITIA",
41,"VRANCEA",14,"C",176613,"MAICANESTI",
41,"VRANCEA",14,"C",176686,"MERA",
41,"VRANCEA",14,"C",176748,"MILCOVUL",
41,"VRANCEA",14,"C",176793,"MOVILITA",
41,"VRANCEA",14,"C",176855,"NANESTI",
41,"VRANCEA",14,"C",176891,"NARUJA",
41,"VRANCEA",14,"C",176944,"NEREJU",
41,"VRANCEA",14,"C",178885,"NEGRILESTI",
41,"VRANCEA",14,"C",177003,"NISTORESTI",
41,"VRANCEA",14,"C",178947,"OBREJITA",
41,"VRANCEA",14,"C",177101,"PALTIN",
41,"VRANCEA",14,"C",178910,"PAULESTI",
41,"VRANCEA",14,"C",177236,"PAUNESTI",
41,"VRANCEA",14,"C",178894,"PLOSCUTENI",
41,"VRANCEA",14,"C",177263,"POIANA CRISTEI",
41,"VRANCEA",14,"C",178901,"POPESTI",
41,"VRANCEA",14,"C",177352,"PUFESTI",
41,"VRANCEA",14,"C",177405,"RACOASA",
41,"VRANCEA",14,"C",178956,"RASTOACA",
41,"VRANCEA",14,"C",177469,"REGHIU",
41,"VRANCEA",14,"C",177557,"RUGINESTI",
41,"VRANCEA",14,"C",177600,"SIHLEA",
41,"VRANCEA",14,"C",177655,"SLOBOZIA BRADULUI",
41,"VRANCEA",14,"C",177726,"SLOBOZIA CIORASTI",
41,"VRANCEA",14,"C",177762,"SOVEJA",
41,"VRANCEA",14,"C",178965,"SPULBER",
41,"VRANCEA",14,"C",177799,"STRAOANE",
41,"VRANCEA",14,"C",177842,"SURAIA",
41,"VRANCEA",14,"C",177879,"TANASOAIA",
41,"VRANCEA",14,"C",177986,"TATARANU",
41,"VRANCEA",14,"C",178046,"TIMBOIESTI",
41,"VRANCEA",14,"C",178117,"TULNICI",
41,"VRANCEA",14,"C",178180,"TIFESTI",
41,"VRANCEA",14,"C",178279,"URECHESTI",
41,"VRANCEA",14,"C",178313,"VALEA SARII",
41,"VRANCEA",14,"C",178377,"VIDRA",
41,"VRANCEA",14,"C",178475,"VINTILEASCA",
41,"VRANCEA",14,"C",178545,"VIZANTEA LIVEZI",
41,"VRANCEA",14,"C",178607,"VINATORI",
41,"VRANCEA",14,"C",178689,"VIRTESCOIU",
41,"VRANCEA",14,"C",178750,"VRINCIOAIA",
41,"VRANCEA",14,"C",178821,"VULTURU",
42,"MUN. BUCURESTI",15,"B",179132,"CGMB",
42,"MUN. BUCURESTI",16,"S",179141,"Primaria Sector 1",
42,"MUN. BUCURESTI",16,"S",179150,"Primaria Sector 2",
42,"MUN. BUCURESTI",16,"S",179169,"Primaria Sector 3",
42,"MUN. BUCURESTI",16,"S",179178,"Primaria Sector 4",
42,"MUN. BUCURESTI",16,"S",179187,"Primaria Sector 5",
42,"MUN. BUCURESTI",16,"S",179196,"Primaria Sector 6",
